stone_id,mean_std_per_class,std_CaOx,std_CHP,std_UA,std_MAP,std_CYS,std_OTH
S232,0.08227459081306117,0.2397513733823134,0.21807427740132046,0.008296370158821504,0.008106750956536546,0.0004413808655618201,0.018977392113813194
S233,0.11047710839338176,0.2945314425336314,0.3009385097012983,0.04043071384533893,0.008113679908371469,0.0057404938691849455,0.013107810502465532
S234,0.010997200661349205,0.0329752170117942,0.026164927999840326,0.00349635647033754,0.0004348721598100847,7.622980976687385e-05,0.002835600516546202
S235,0.08623098301706518,0.19889465695771083,0.18933729779279226,0.02774937166468247,0.044482454505094735,0.019653964063124214,0.037268153118986604
S237,0.10984210027247404,0.2855125524478166,0.17451626233877168,0.02640659583377993,0.14578628614707367,0.01629729602058281,0.010533608846819554
S238,0.06233229551664273,0.10830032258765865,0.16086100528318148,0.07209160415271255,0.017095870267304365,0.006533712829258894,0.009111257979740432
S239,0.12623980972287027,0.36728079137456854,0.2763567852153565,0.019039716740026476,0.06265975356259315,0.018559275758300037,0.013542535686376882
S24,0.057225716721701896,0.14110821430747608,0.15691582224823422,0.044518365297854315,0.00015585812279093853,1.0190424453508232e-05,0.0006458499294023002
S240,0.1566629917423847,0.3613615512168269,0.21769749763624854,0.0014487608501586285,0.0014250401845415709,0.3375794943663728,0.020465606200159647
S241,0.05497246294210865,0.11315929327726926,0.15898901100963284,0.04714741718570981,0.004513204928605333,0.001209846140107555,0.004816005111327122
S242,0.016343421816467047,0.015470396350831132,0.025798634948291734,0.039511315804344666,0.0015737382269399294,0.006209940332167954,0.009496505236226858
S243,0.024101373962973485,0.008399397212185739,0.060324313780578044,0.06418682688726952,0.006267184955220237,0.00233530472210425,0.003095216220483081
S244,0.05380321970392655,0.07020021285992774,0.04567145290983521,0.1405042615785845,0.004229270068713419,0.02333133293819102,0.03888278786830739
S245,0.054010687300224396,0.12984820070229222,0.10709610003260035,0.024531292354203864,0.055774803127441125,0.0021596136134350015,0.004654113971373791
S246,0.03468756642840909,0.09509973747674716,0.0968696222693315,0.007523892216773219,0.0007787933513354557,0.002107569351788581,0.005745783904478638
S247,0.08279148971009047,0.04200690370938142,0.12486550727487422,0.204428005186416,0.09110682589584405,0.02752341404967156,0.00681828214435554
S248,0.15043981895118327,0.4476355656814765,0.3222785563266473,0.030647304174346933,0.013977618763476316,0.013707274177629802,0.07439259458352272
S249,0.048637653688209465,0.021833199592568294,0.05755305086378668,0.02298742895786863,0.13597643497421696,0.0319688639372764,0.021506943803539853
S251,0.004328658186083543,0.0024392205983252585,0.0035531680820745865,0.006776603363653609,0.00012589369729111918,0.012976775892114375,0.00010028748304230632
S253,0.06828138541273145,0.017355622651785422,0.15824078289125593,0.009188482793528007,0.017582022033494363,0.20408501081242408,0.003236391293900893
S254,0.060518496369458115,0.12171320057643785,0.16660935292677467,0.05857718415506644,0.01099980570570317,0.0009306514478125745,0.0042807834049539955
S255,0.05807737712373634,0.1594764273026004,0.13654620712236248,0.037714769996123526,0.008044633276788369,0.0006937160074228123,0.00598850903712041
S256,0.15462378758721915,0.4154204886134625,0.4400776154623081,0.056636219491604044,0.0006639100382492074,0.00015109056209808102,0.0147934013555932
S258,0.08556889871045503,0.178589656383935,0.25212047493247874,0.030036024188853677,0.0034576238386615273,0.0019586671629339384,0.0472509457558673
S259,0.07526818614564545,0.2021488315154342,0.02689023495900205,0.21710345620499658,9.4566411973826e-05,0.0002737952960543895,0.005098232486411713
S26,0.06864199674912382,0.18758810349925067,0.11275869670834841,0.026766557194425108,0.04535598624718119,0.02175233144428976,0.017630305401247794
S260,0.1838863126688937,0.09649329082421958,0.015153466696668312,0.45521703243385114,0.0005491755387655638,0.530791663537052,0.005113246982805784
S261,0.005016224366337719,0.0024295814733594698,0.012338531568641403,0.01294806274402503,0.0003824679017401115,0.0017313107136865849,0.00026739179657371965
S262,0.10242668033892353,0.2999414324790567,0.10721411815182826,0.07408208703255094,0.024851299132451352,0.026592315059133186,0.08187883017852078
S264,0.11266511709474787,0.3207230359190892,0.08017342671196843,0.23183761481349838,0.009677781926793914,0.005764032155758276,0.02781481104137909
S265,0.023113551488669337,0.054157550965027945,0.06371229986829119,0.01550545294932924,0.0005243792938108734,0.00015419057258220513,0.0046274352829745805
S266,0.024524802914695224,0.07329283391189528,0.06643879644217243,0.002508291054173495,0.0003373729047050791,7.077230374409889e-05,0.004500750871480928
S267,0.030502180913638443,0.09128415602790758,0.08304016401842462,0.0007201997504819385,1.3886991559732917e-05,6.708757755409036e-05,0.007887591115902716
S268,0.0741953435009065,0.22206198936930988,0.1068051253573085,0.013330281043660585,0.024194709723298485,0.002959691156020811,0.0758202643558407
S269,0.025396066304427114,0.06327335222211544,0.0437473934164095,0.03620787566616931,0.00019679891562304327,0.000574500487632798,0.00837647711861258
S27,0.09465799727089114,0.09739979723756197,0.27960871746661564,0.17136935062872696,0.00402747711487411,0.0007796735171886778,0.014762967660379508
S270,0.01581176204355424,0.03260199288696852,0.029938496059212113,0.01934562540354072,2.9509808988246077e-05,0.00014210769426025588,0.012812840408355588
S271,0.01372362093312895,0.033473588142342955,0.03778295282830012,0.007682084525823187,0.00019971261127048893,4.81108289268906e-05,0.00315527666211007
S273,0.16093796280051323,0.2683976318641182,0.051068396454832535,0.22940660903622143,0.0011290991604034108,0.2366833734067881,0.17894266688071567
S274,0.09955927690592538,0.29698672538315996,0.10814175713668744,0.0767714703155096,0.010298141712908576,0.00466733582536687,0.10049023106191983
